calculated mean speed, polarisation, iid
0.471912, 0.744215, 3.81282
0.471912, 0.68752, 3.56877
0.471912, 0.715906, 3.5722
0.471912, 0.730435, 3.52087
0.389143, 0.254028, 5.44466
0.389143, 0.549325, 3.65164
0.389143, 0.758731, 3.81226
0.389143, 0.769784, 4.03455
0.389143, 0.689695, 3.84402
0.389143, 0.824141, 4.29041
0.389143, 0.412715, 3.30439
0.389143, 0.617111, 3.16535
0.389143, 0.68713, 3.6837
0.389143, 0.592782, 3.42451
0.498155, 0.362032, 5.11944
0.498155, 0.548201, 4.29162
0.498155, 0.680347, 4.18477
0.498155, 0.601086, 3.50448
0.498155, 0.776093, 3.71125
0.498155, 0.598384, 3.51193
0.498155, 0.639983, 3.39008
0.498155, 0.780107, 3.50743
0.498155, 0.726419, 3.45378
0.498155, 0.668796, 4.34971
0.547242, 0.362388, 4.64829
0.547242, 0.574923, 3.57341
0.547242, 0.781872, 3.77646
0.547242, 0.721772, 3.42634
0.547242, 0.474628, 4.19148
0.547242, 0.570692, 3.73553
0.547242, 0.540671, 3.81242
0.547242, 0.72359, 3.74349
0.547242, 0.793098, 3.24031
0.547242, 0.708471, 3.67373
0.443404, 0.22186, 5.21952
0.443404, 0.565496, 3.15967
0.443404, 0.71404, 4.63597
0.443404, 0.885926, 3.57394
0.507742, 0.114412, 4.95161
0.507742, 0.794423, 5.00012
0.507742, 0.743423, 3.22214
0.507742, 0.646176, 3.53675
0.507742, 0.773615, 3.38428
0.507742, 0.605447, 3.37129
0.507742, 0.599273, 3.16264
0.507742, 0.738041, 3.10405
0.507742, 0.784101, 3.70575
0.507742, 0.807719, 3.35912
0.546225, 0.0198708, 5.62139
0.546225, 0.687539, 3.44718
0.546225, 0.584092, 3.83914
0.435877, 0.157665, 5.46648
0.435877, 0.689195, 3.35841
0.435877, 0.857844, 3.47727
0.435877, 0.874048, 3.38749
0.435877, 0.798863, 3.58863
0.435877, 0.54126, 3.26816
0.435877, 0.851158, 3.1223
0.435877, 0.724371, 3.51433
0.435877, 0.867936, 3.38456
0.435877, 0.821055, 3.35613
0.648873, 0.301348, 4.92881
0.648873, 0.864784, 3.53503
0.648873, 0.818996, 3.80566
0.648873, 0.72043, 3.86133
0.648873, 0.761769, 3.99894
0.648873, 0.60231, 4.68235
0.648873, 0.871702, 3.40923
0.648873, 0.778586, 4.20663
0.648873, 0.786205, 3.7718
0.648873, 0.756147, 3.48003
0.48613, 0.166994, 5.74305
0.48613, 0.684197, 3.65627
0.48613, 0.656926, 4.07882
0.48613, 0.792126, 3.94642
0.48613, 0.513221, 4.26067
0.48613, 0.704086, 3.93557
0.48613, 0.79374, 3.8269
0.48613, 0.769171, 3.42852
0.48613, 0.753013, 3.46947
0.48613, 0.670676, 3.80442
0.398682, 0.234303, 5.65435
0.398682, 0.561062, 3.76336
0.398682, 0.632541, 3.35247
0.398682, 0.653119, 3.60724
0.398682, 0.733533, 3.44938
0.398682, 0.741592, 3.1482
0.398682, 0.77387, 3.60064
0.398682, 0.689258, 4.02987
0.398682, 0.750166, 3.46207
0.398682, 0.807325, 3.53839
0.607371, 0.0445816, 4.61465
0.607371, 0.615342, 4.96269
0.607371, 0.563873, 3.75025
0.607371, 0.829397, 3.44204
0.607371, 0.733658, 3.54222
0.607371, 0.716981, 4.56542
0.607371, 0.543597, 3.49254
0.607371, 0.616909, 4.12842
0.607371, 0.728163, 4.09952
0.607371, 0.710416, 5.9003
0.392214, 0.232229, 4.45165
0.392214, 0.642163, 3.82505
0.392214, 0.671522, 3.7837
0.392214, 0.569311, 7.37776
0.392214, 0.763008, 3.57983
0.392214, 0.876327, 3.13067
0.392214, 0.72959, 3.63194
0.392214, 0.766134, 3.64092
0.392214, 0.695962, 3.22602
0.43257, 0.12195, 5.32967
0.43257, 0.870361, 3.45009
0.43257, 0.773855, 3.65649
0.43257, 0.804711, 3.53676
0.43257, 0.695022, 3.77045
0.43257, 0.824201, 3.46755
0.43257, 0.874108, 3.29501
0.43257, 0.782713, 3.05629
0.43257, 0.623517, 3.74205
0.43257, 0.957568, 4.23284
0.349132, 0.329236, 4.91616
0.349132, 0.721792, 3.55829
0.349132, 0.700295, 4.13446
0.349132, 0.64696, 3.35972
0.349132, 0.621479, 3.41032
0.349132, 0.793947, 3.57872
0.349132, 0.663216, 3.61135
0.349132, 0.826381, 3.17814
0.349132, 0.71255, 4.01798
0.349132, 0.789991, 4.63408
0.574784, 0.327214, 5.47511
0.574784, 0.665227, 4.30126
0.574784, 0.598428, 3.52211
0.574784, 0.679972, 4.14295
0.574784, 0.780495, 3.27624
0.574784, 0.686029, 3.64106
0.574784, 0.731835, 4.48197
0.574784, 0.93802, 5.70832
0.574784, 0.369395, 3.52659
0.334509, 0.297821, 5.1604
0.334509, 0.730819, 3.57701
0.334509, 0.642191, 3.32691
0.334509, 0.763921, 3.80426
0.334509, 0.410225, 3.47439
0.334509, 0.595274, 3.77029
0.334509, 0.73349, 3.49613
0.334509, 0.641384, 4.03233
0.334509, 0.682116, 3.3805
0.334509, 0.812297, 3.44763
0.490976, 0.389181, 4.43121
0.490976, 0.767393, 3.60609
0.490976, 0.791857, 4.02706
0.490976, 0.486166, 3.97889
0.490976, 0.686367, 3.73839
0.490976, 0.764168, 3.70121
0.490976, 0.695057, 3.72478
0.490976, 0.599837, 3.83176
0.490976, 0.669233, 3.81219
0.490976, 0.687833, 3.79361
0.325659, 0.229973, 5.79723
0.325659, 0.941142, 3.50191
0.325659, 0.850205, 3.43914
0.325659, 0.715458, 3.73194
0.325659, 0.670259, 3.6523
0.325659, 0.668872, 3.54098
0.325659, 0.872345, 3.0978
0.325659, 0.825494, 3.76475
0.325659, 0.939367, 3.40962
0.325659, 0.696417, 2.81489
0.379474, 0.105581, 5.90125
0.379474, 0.718635, 3.65684
0.379474, 0.871616, 3.46088
0.379474, 0.768402, 3.52301
0.379474, 0.772336, 3.19889
0.379474, 0.798604, 3.09119
0.379474, 0.647334, 3.46569
0.379474, 0.882122, 3.18311
0.379474, 0.662281, 3.61276
0.379474, 0.710021, 3.77329
0.552668, 0.041991, 4.70786
0.552668, 0.846272, 3.36054
0.552668, 0.668277, 4.1809
0.552668, 0.724533, 3.97067
0.552668, 0.629847, 3.83499
0.552668, 0.915579, 3.79403
0.552668, 0.679762, 4.04031
0.552668, 0.712238, 3.56179
0.552668, 0.613823, 3.87113
0.552668, 0.509435, 3.9828
0.475824, 0.0185796, 5.09949
0.475824, 0.75145, 3.54598
0.475824, 0.750877, 3.81565
0.475824, 0.8331, 3.44427
0.475824, 0.759368, 3.80468
0.475824, 0.775604, 3.17103
0.475824, 0.716024, 3.74707
0.475824, 0.822055, 3.94992
0.475824, 0.751095, 3.07371
0.475824, 0.77407, 3.26898
0.429416, 0.0688689, 5.97244
0.429416, 0.67149, 3.90516
0.429416, 0.833112, 3.64382
0.429416, 0.785539, 3.04282
0.429416, 0.745286, 4.30861
0.429416, 0.509298, 4.25484
0.429416, 0.842595, 3.81497
0.429416, 0.532761, 3.83985
0.429416, 0.387817, 3.89079
0.429416, 0.886144, 3.43237
0.466272, 0.106729, 5.01996
0.466272, 0.558402, 4.05491
0.466272, 0.911142, 3.94445
0.466272, 0.921862, 4.51169
0.466272, 0.917729, 3.4587
0.466272, 0.735161, 3.98682
0.466272, 0.831901, 3.89389
0.466272, 0.719639, 3.15305
0.466272, 0.724476, 3.61792
0.466272, 0.82565, 3.28391
0.499429, 0.171907, 4.2346
0.499429, 0.701865, 4.04975
0.499429, 0.859402, 4.07715
0.499429, 0.834176, 4.42867
0.499429, 0.771849, 3.8021
0.499429, 0.533813, 3.56509
0.499429, 0.688421, 4.11736
0.499429, 0.444585, 3.91516
0.499429, 0.608532, 3.98869
0.499429, 0.767457, 3.85945
0.454429, 0.157784, 5.97329
0.454429, 0.445951, 3.92091
0.454429, 0.665432, 3.63461
0.454429, 0.747679, 3.49615
0.454429, 0.763641, 3.70518
0.454429, 0.831881, 3.67923
0.454429, 0.655309, 3.33171
0.454429, 0.689085, 3.81372
0.454429, 0.489855, 3.55241
0.454429, 0.813383, 3.87569
0.347425, 0.100094, 5.68162
0.347425, 0.42644, 3.56552
0.347425, 0.853798, 3.5624
0.347425, 0.74456, 3.11388
0.347425, 0.771961, 3.21174
0.347425, 0.69079, 4.15336
0.347425, 0.723423, 2.98447
0.347425, 0.742088, 3.96781
0.347425, 0.630728, 3.5101
0.347425, 0.723126, 3.31487
0.417168, 0.271418, 5.60152
0.417168, 0.710116, 3.86296
0.417168, 0.691026, 3.87146
0.417168, 0.397982, 3.57139
0.417168, 0.688614, 4.01345
0.417168, 0.742784, 3.38773
0.417168, 0.668168, 5.04819
0.417168, 0.728837, 4.24433
0.417168, 0.717536, 3.44937
0.417168, 0.658241, 3.91182
0.409849, 0.349413, 5.57431
0.409849, 0.851891, 3.19178
0.409849, 0.685104, 3.42156
0.409849, 0.876942, 3.90566
0.409849, 0.814673, 3.55075
0.409849, 0.723673, 3.47299
0.409849, 0.876082, 3.63829
0.409849, 0.340075, 3.92349
0.409849, 0.681412, 3.24146
0.409849, 0.859187, 3.52648
0.572918, 0.120509, 5.21477
0.572918, 0.731886, 3.81824
0.572918, 0.779903, 4.04159
0.572918, 0.878703, 3.35862
0.572918, 0.734859, 4.29226
0.572918, 0.787026, 3.68873
0.572918, 0.844233, 3.36988
0.572918, 0.865136, 3.11215
0.572918, 0.829511, 3.32188
0.572918, 0.728213, 3.46293
0.300013, 0.14952, 4.62132
0.300013, 0.781795, 3.66337
0.300013, 0.724862, 3.14993
0.300013, 0.747355, 3.63815
0.300013, 0.717632, 3.55205
0.300013, 0.678672, 3.64686
0.300013, 0.904354, 3.66583
0.300013, 0.695177, 3.20324
0.300013, 0.712385, 3.74248
0.300013, 0.778019, 3.38206
0.718687, 0.14093, 4.80874
0.424031, 0.230791, 5.18656
0.424031, 0.571447, 3.33239
0.424031, 0.788713, 3.69312
0.424031, 0.804856, 3.54405
0.424031, 0.759149, 3.42276
0.424031, 0.671667, 5.17021
0.424031, 0.617312, 4.6428
0.424031, 0.565058, 3.53324
0.424031, 0.842017, 3.67441
0.424031, 0.765117, 3.63363
0.513858, 0.192087, 5.87134
0.513858, 0.633835, 3.66913
0.513858, 0.859285, 4.1403
0.513858, 0.740908, 4.25767
0.513858, 0.826675, 3.64286
0.513858, 0.551534, 3.57474
0.377024, 0.202611, 4.96115
0.377024, 0.723244, 3.04318
0.377024, 0.832423, 3.37571
0.377024, 0.651547, 3.4936
0.377024, 0.596348, 3.59717
0.377024, 0.73294, 3.44075
0.377024, 0.744519, 3.67515
0.377024, 0.722971, 3.76003
0.377024, 0.740037, 3.41707
0.377024, 0.709631, 3.86245
0.443636, 0.197961, 5.45666
0.443636, 0.678789, 3.72209
0.443636, 0.678326, 3.4771
0.443636, 0.482869, 4.12952
0.443636, 0.889869, 3.63139
0.443636, 0.79537, 3.75997
0.443636, 0.767092, 4.72324
0.443636, 0.900563, 3.30278
0.443636, 0.758029, 3.76644
0.443636, 0.851314, 3.3603
0.500616, 0.110094, 5.74028
0.500616, 0.760221, 4.04412
0.500616, 0.790395, 3.7317
0.500616, 0.639791, 3.50256
0.500616, 0.631939, 3.68471
0.500616, 0.605451, 3.44173
0.500616, 0.61255, 3.55349
0.500616, 0.470532, 3.51004
0.500616, 0.465352, 3.53894
0.500616, 0.764084, 3.70528
0.511833, 0.303597, 5.61508
0.511833, 0.814027, 3.67443
0.511833, 0.749044, 3.28982
0.511833, 0.510159, 4.4784
0.511833, 0.65883, 3.37201
0.511833, 0.628657, 4.22852
0.511833, 0.622207, 3.70112
0.511833, 0.722379, 3.69005
0.511833, 0.850557, 3.91839
0.511833, 0.861124, 3.26732
0.338114, 0.0961129, 5.13318
0.338114, 0.81022, 3.32088
0.338114, 0.757197, 3.32935
0.338114, 0.701204, 3.64008
0.338114, 0.717831, 3.42203
0.338114, 0.501114, 3.61499
0.338114, 0.619964, 3.77136
0.338114, 0.74344, 3.41127
0.338114, 0.858051, 3.05373
0.338114, 0.84198, 3.28223
0.43885, 0.147515, 5.31966
0.43885, 0.784616, 3.41389
0.43885, 0.751854, 3.74924
0.43885, 0.560112, 3.61019
0.43885, 0.804724, 3.36734
0.43885, 0.651863, 3.11097
0.43885, 0.837507, 3.62367
0.43885, 0.356761, 3.47191
0.43885, 0.712059, 4.09146
0.43885, 0.867911, 3.192
0.508257, 0.339762, 5.20589
0.508257, 0.575679, 4.04434
0.508257, 0.778609, 3.41744
0.508257, 0.907449, 3.71932
0.508257, 0.846848, 4.06464
0.508257, 0.778568, 4.58607
0.508257, 0.721431, 3.69384
0.508257, 0.668067, 3.64333
0.508257, 0.744941, 3.71177
0.508257, 0.740142, 3.85275
0.424706, 0.169719, 5.97154
0.424706, 0.821091, 3.5314
0.424706, 0.787436, 4.09393
0.424706, 0.822257, 3.77519
0.424706, 0.808771, 3.35549
0.424706, 0.749961, 4.0271
0.424706, 0.699073, 3.85499
0.424706, 0.688255, 3.36422
0.424706, 0.870253, 3.6486
0.424706, 0.873364, 3.09851
0.461865, 0.291695, 4.11231
0.461865, 0.776669, 4.41037
0.461865, 0.761362, 3.58404
0.461865, 0.788657, 4.20368
0.461865, 0.75237, 3.50009
0.461865, 0.640264, 3.50784
0.461865, 0.742029, 3.01448
0.461865, 0.514363, 3.75285
0.461865, 0.704114, 3.55558
0.461865, 0.738231, 3.55072
0.420106, 0.133792, 5.73715
0.420106, 0.886432, 3.29134
0.420106, 0.843104, 3.34658
0.420106, 0.780104, 3.42634
0.420106, 0.838946, 3.66524
0.420106, 0.837796, 4.01921
0.420106, 0.926586, 3.3006
0.420106, 0.889864, 3.33584
0.420106, 0.824575, 3.2898
0.420106, 0.777036, 3.23712
0.406348, 0.331472, 4.66462
0.406348, 0.743867, 3.55341
0.406348, 0.759712, 3.90882
0.406348, 0.870866, 4.25544
0.406348, 0.752984, 3.88617
0.406348, 0.813709, 3.50259
0.406348, 0.728314, 3.98367
0.406348, 0.782272, 3.57916
0.406348, 0.753232, 3.83769
0.406348, 0.718292, 2.93798
0.511635, 0.185599, 5.32544
0.511635, 0.890266, 3.72725
0.511635, 0.780198, 3.46031
0.511635, 0.719461, 3.7181
0.511635, 0.756356, 4.39344
0.511635, 0.732369, 3.68711
0.511635, 0.826112, 3.95947
0.511635, 0.862392, 3.79523
0.391913, 0.137243, 5.23794
0.391913, 0.718813, 3.4517
0.391913, 0.754913, 3.57112
0.391913, 0.803884, 3.72776
0.391913, 0.923373, 3.45698
0.391913, 0.683161, 3.62231
0.391913, 0.731475, 3.50468
0.391913, 0.800984, 4.02163
0.330961, 0.155085, 4.47381
0.330961, 0.616507, 3.64886
0.330961, 0.852466, 3.71721
0.330961, 0.659756, 4.25703
0.330961, 0.874014, 3.30652
0.330961, 0.830165, 3.89714
0.330961, 0.739164, 3.62012
0.330961, 0.501702, 3.38876
0.330961, 0.715956, 4.03609
0.330961, 0.63647, 3.74148
0.368528, 0.184482, 4.65871
0.368528, 0.668466, 3.95759
0.368528, 0.732998, 3.57094
0.368528, 0.615145, 3.68895
0.368528, 0.766589, 4.73066
0.368528, 0.686955, 3.54731
0.368528, 0.752851, 4.14253
0.368528, 0.809736, 3.6599
0.368528, 0.698298, 3.57987
0.368528, 0.652955, 3.6761
0.451261, 0.225354, 5.48131
0.451261, 0.762772, 3.56617
0.451261, 0.783179, 3.57787
0.451261, 0.856516, 4.15578
0.451261, 0.545121, 3.83178
0.451261, 0.641546, 3.3838
0.451261, 0.686707, 3.59928
0.451261, 0.752312, 3.27197
0.451261, 0.790871, 3.71428
0.451261, 0.688118, 3.3515
0.455547, 0.166162, 4.76191
0.455547, 0.702675, 4.57739
0.455547, 0.380084, 3.72268
0.455547, 0.814883, 4.26186
0.455547, 0.734233, 3.95974
0.455547, 0.55389, 3.78359
0.455547, 0.650282, 3.72966
0.455547, 0.712638, 3.95597
0.455547, 0.573096, 4.11671
0.455547, 0.730767, 3.77631
0.369004, 0.0954299, 5.04984
0.369004, 0.629142, 3.73929
0.369004, 0.755865, 3.15992
0.369004, 0.719782, 3.81782
0.369004, 0.726104, 3.7784
0.369004, 0.816477, 3.65141
0.369004, 0.61189, 3.54878
0.369004, 0.641201, 3.7306
0.369004, 0.811574, 3.68101
0.369004, 0.783152, 3.23312
0.482832, 0.332835, 5.78818
0.482832, 0.876091, 3.68092
0.482832, 0.766578, 3.45511
0.482832, 0.624599, 4.41419
0.482832, 0.889221, 3.70501
0.482832, 0.638272, 3.52422
0.482832, 0.640223, 3.9072
0.482832, 0.646681, 3.26266
0.482832, 0.766999, 4.16148
0.482832, 0.713096, 3.91041
0.428766, 0.170317, 4.98266
0.428766, 0.684775, 3.3213
0.428766, 0.824228, 4.23548
0.428766, 0.74172, 3.62126
0.428766, 0.663077, 3.70234
0.428766, 0.845454, 4.48489
0.428766, 0.80802, 3.1555
0.428766, 0.740915, 3.85277
0.428766, 0.556851, 3.29616
0.414632, 0.144798, 5.63388
0.414632, 0.781836, 3.99229
0.414632, 0.857997, 3.66353
0.414632, 0.774306, 4.05738
0.414632, 0.724396, 3.77323
0.439904, 0.0933388, 5.21235
0.439904, 0.604308, 3.5985
0.439904, 0.710616, 4.40743
0.439904, 0.724434, 4.15285
0.439904, 0.72031, 3.77416
0.439904, 0.816186, 3.15292
0.439904, 0.65746, 2.89626
0.439904, 0.797951, 3.5923
0.439904, 0.610703, 3.40125
0.439904, 0.651626, 3.62748
0.47156, 0.274504, 4.94376
0.47156, 0.54583, 3.89033
0.47156, 0.719318, 3.64826
0.47156, 0.722235, 4.07404
0.47156, 0.652907, 3.9558
0.47156, 0.79519, 3.46026
0.47156, 0.661648, 3.83015
0.47156, 0.826925, 3.74685
0.47156, 0.796714, 3.25812
0.47156, 0.862055, 4.2178
0.401214, 0.247474, 5.90818
0.401214, 0.697472, 3.31092
0.401214, 0.868952, 3.24509
0.401214, 0.820655, 3.67011
0.401214, 0.805724, 3.31003
0.401214, 0.857259, 3.24922
0.401214, 0.746676, 3.6129
0.401214, 0.843563, 3.52161
0.401214, 0.6412, 3.39864
0.401214, 0.858157, 3.41908
0.458478, 0.34443, 5.33164
0.458478, 0.526728, 4.45649
0.458478, 0.730948, 3.4702
0.458478, 0.788606, 3.48624
0.458478, 0.662997, 3.3349
0.458478, 0.789881, 3.54582
0.458478, 0.872397, 3.76051
0.458478, 0.677093, 3.56419
0.458478, 0.636118, 3.28743
0.458478, 0.766252, 3.51076
0.382716, 0.195143, 5.63043
0.382716, 0.656387, 3.99902
0.382716, 0.85459, 3.00416
0.382716, 0.691927, 3.87948
0.382716, 0.808631, 3.2088
0.382716, 0.927633, 4.01107
0.382716, 0.785164, 3.57391
0.382716, 0.811463, 3.70605
0.382716, 0.740716, 3.37049
0.382716, 0.685547, 3.58023
0.426106, 0.0910921, 5.18257
0.426106, 0.702316, 3.51808
0.426106, 0.861306, 3.67138
0.426106, 0.766899, 3.02283
0.426106, 0.813237, 3.58218
0.426106, 0.699671, 4.28607
0.426106, 0.790791, 3.76825
0.426106, 0.802365, 3.32228
0.426106, 0.704666, 3.44231
0.426106, 0.734433, 4.05091
0.537266, 0.160046, 5.43231
0.537266, 0.58937, 3.73244
0.537266, 0.774302, 3.27676
0.537266, 0.569582, 3.70226
0.537266, 0.722332, 3.82804
0.537266, 0.728113, 3.80096
0.537266, 0.751861, 4.03917
0.537266, 0.790725, 5.16981
0.537266, 0.833593, 3.69833
0.537266, 0.537522, 4.01015
0.426931, 0.100988, 4.94266
0.426931, 0.814695, 3.86777
0.426931, 0.724892, 3.6387
0.426931, 0.658487, 3.7453
0.426931, 0.894476, 3.55495
0.426931, 0.727273, 3.51812
0.426931, 0.909496, 3.48302
0.426931, 0.626341, 3.31467
0.426931, 0.745406, 3.82315
0.426931, 0.755997, 3.5669
0.394886, 0.184028, 4.99334
0.394886, 0.867625, 3.59524
0.394886, 0.670814, 3.82213
0.394886, 0.597423, 3.57172
0.413986, 0.283761, 5.73425
0.413986, 0.559315, 3.58986
0.413986, 0.702913, 3.25106
0.413986, 0.774495, 3.85093
0.413986, 0.741233, 3.31014
0.413986, 0.848066, 3.71715
0.413986, 0.804414, 3.56471
0.413986, 0.661252, 3.34156
0.413986, 0.840001, 3.45586
0.413986, 0.684656, 3.69464
0.36145, 0.126201, 5.09388
0.36145, 0.749225, 3.00292
0.36145, 0.6723, 4.38554
0.36145, 0.680294, 3.84084
0.36145, 0.769364, 3.30463
0.36145, 0.56706, 3.34897
0.36145, 0.715051, 3.56177
0.36145, 0.645611, 3.36709
0.36145, 0.587231, 3.6638
0.36145, 0.717051, 4.24337
0.437595, 0.150853, 5.17385
0.437595, 0.822787, 3.04335
0.437595, 0.722045, 3.21202
0.437595, 0.72509, 3.11261
0.437595, 0.949834, 3.47989
0.437595, 0.810343, 3.49871
0.437595, 0.822588, 3.4192
0.437595, 0.951004, 3.1886
0.437595, 0.837307, 3.03633
0.437595, 0.942667, 3.62677
0.574943, 0.0644338, 5.09461
0.574943, 0.503115, 3.56584
0.574943, 0.77265, 3.65717
0.574943, 0.65457, 4.23914
0.574943, 0.817615, 3.39249
0.574943, 0.754955, 4.42787
0.574943, 0.702763, 4.15021
0.574943, 0.657684, 3.46385
0.574943, 0.570302, 5.43871
0.30856, 0.316246, 5.16224
0.30856, 0.676014, 3.55617
0.30856, 0.280479, 3.11419
0.30856, 0.79423, 3.69739
0.30856, 0.587672, 3.8378
0.30856, 0.663513, 4.11268
0.30856, 0.672753, 4.13864
0.30856, 0.844693, 3.28341
0.30856, 0.691879, 5.41984
0.30856, 0.812901, 3.7135
0.396195, 0.192038, 5.21392
0.396195, 0.79392, 3.71068
0.396195, 0.568782, 3.44844
0.396195, 0.594404, 3.55995
0.396195, 0.761544, 3.64426
0.396195, 0.799184, 3.94332
0.396195, 0.833771, 3.55067
0.396195, 0.645427, 3.2998
0.396195, 0.782099, 3.37569
0.396195, 0.833368, 3.82161
0.616155, 0.293004, 4.95712
0.616155, 0.540787, 5.41819
0.616155, 0.60938, 4.26775
0.616155, 0.539256, 5.45917
0.616155, 0.722722, 3.98717
0.616155, 0.81751, 3.74191
0.616155, 0.716669, 3.80064
0.616155, 0.715537, 3.81026
0.616155, 0.743461, 3.98115
0.616155, 0.749239, 3.69132
0.376918, 0.280889, 5.58804
0.376918, 0.926561, 3.22283
0.376918, 0.865026, 3.15252
0.376918, 0.778009, 3.02521
0.376918, 0.766475, 3.70268
0.376918, 0.878579, 3.67197
0.376918, 0.856776, 3.72781
0.376918, 0.859244, 3.67522
0.376918, 0.809495, 3.34045
0.376918, 0.847736, 3.52533
0.452684, 0.216778, 4.71794
0.452684, 0.665767, 3.20112
0.452684, 0.710546, 3.52419
0.452684, 0.733911, 4.01076
0.452684, 0.6059, 3.7775
0.452684, 0.71205, 4.09155
0.452684, 0.79311, 4.3268
0.452684, 0.728645, 3.34836
0.452684, 0.633864, 3.80775
0.452684, 0.586262, 4.7825
0.447099, 0.139206, 5.52858
0.447099, 0.638276, 3.41743
0.447099, 0.728815, 4.25034
0.447099, 0.76548, 3.75852
0.447099, 0.721574, 3.6005
0.447099, 0.640344, 3.49931
0.447099, 0.766024, 3.84812
0.447099, 0.789607, 3.42792
0.447099, 0.816944, 3.78253
0.447099, 0.86898, 3.42756
0.497952, 0.249281, 5.95909
0.497952, 0.786133, 4.42644
0.497952, 0.728958, 3.49428
0.497952, 0.836214, 3.90072
0.497952, 0.948129, 3.61917
0.404738, 0.321613, 5.73559
0.404738, 0.66814, 3.95806
0.404738, 0.638598, 3.56077
0.404738, 0.683613, 2.89046
0.404738, 0.668166, 3.37675
0.404738, 0.782459, 3.90103
0.404738, 0.87259, 3.58277
0.404738, 0.77666, 3.17058
0.404738, 0.71684, 3.69421
0.404738, 0.90885, 4.59699
0.413976, 0.116587, 5.41987
0.413976, 0.534478, 3.73246
0.413976, 0.66076, 3.72789
0.413976, 0.592063, 3.33153
0.413976, 0.715253, 3.28553
0.413976, 0.440919, 3.76632
0.413976, 0.671392, 4.21844
0.413976, 0.776716, 4.0571
0.413976, 0.569313, 3.48196
0.413976, 0.734957, 3.32921
0.49089, 0.32375, 4.68001
0.49089, 0.863669, 4.03558
0.49089, 0.701868, 3.27475
0.49089, 0.631302, 3.41806
0.49089, 0.872346, 3.3377
0.49089, 0.824356, 5.22404
0.49089, 0.838729, 4.0303
0.49089, 0.71564, 3.24741
0.489236, 0.304669, 5.18232
0.489236, 0.591946, 3.96986
0.434426, 0.145401, 5.38773
0.434426, 0.601738, 3.26844
0.434426, 0.558734, 3.32937
0.434426, 0.792458, 3.96009
0.434426, 0.764729, 3.90311
0.434426, 0.805731, 3.89083
0.434426, 0.512417, 3.2271
0.434426, 0.618548, 4.1923
0.434426, 0.87972, 3.40211
0.434426, 0.632357, 3.40881
0.533309, 0.11555, 5.5955
0.533309, 0.789845, 3.05929
0.533309, 0.768549, 3.99381
0.533309, 0.770048, 3.61163
0.533309, 0.792795, 3.96219
0.533309, 0.870531, 3.35173
0.533309, 0.788336, 3.80522
0.533309, 0.839692, 3.82957
0.533309, 0.713172, 3.25607
0.533309, 0.868996, 4.39861
0.418996, 0.337048, 5.50913
0.418996, 0.674966, 4.04536
0.418996, 0.846626, 4.2316
0.418996, 0.534514, 4.12273
0.418996, 0.704596, 3.24313
0.418996, 0.731533, 3.70597
0.418996, 0.727, 3.42759
0.418996, 0.813715, 4.21742
0.418996, 0.737627, 4.17239
0.418996, 0.627801, 3.77947
0.479659, 0.185416, 4.53456
0.479659, 0.843708, 3.21578
0.479659, 0.777758, 3.23183
0.479659, 0.746478, 3.92779
0.479659, 0.773654, 4.14762
0.479659, 0.878855, 3.81241
0.479659, 0.634356, 3.68175
0.479659, 0.664848, 3.31512
0.479659, 0.892348, 3.58243
0.479659, 0.726509, 3.62278
0.416321, 0.0871158, 4.86635
0.416321, 0.629237, 4.14089
0.416321, 0.498442, 4.31152
0.416321, 0.624345, 3.64173
0.416321, 0.722427, 4.19189
0.416321, 0.651596, 3.6625
0.416321, 0.768618, 3.48852
0.416321, 0.670345, 4.23454
0.416321, 0.532179, 3.17042
0.416321, 0.796212, 4.7124
0.384736, 0.236422, 5.46046
0.384736, 0.592883, 3.60273
0.384736, 0.827501, 3.72725
0.384736, 0.79179, 3.10679
0.384736, 0.870538, 2.92661
0.384736, 0.632265, 3.85827
0.384736, 0.821157, 3.21457
0.384736, 0.534262, 2.96216
0.384736, 0.72809, 3.2435
0.384736, 0.776644, 3.41733
0.445384, 0.273141, 5.98838
0.445384, 0.688417, 3.57444
0.445384, 0.772214, 3.52509
0.445384, 0.84629, 3.34935
0.445384, 0.736196, 3.55275
0.445384, 0.684191, 3.94175
0.445384, 0.907702, 3.49937
0.445384, 0.666112, 3.33953
0.445384, 0.768614, 3.43467
0.445384, 0.648675, 3.77179
0.396666, 0.251935, 5.93159
0.396666, 0.898575, 3.74436
0.396666, 0.634715, 3.74362
0.396666, 0.787395, 3.18767
0.396666, 0.790603, 3.70097
0.396666, 0.57835, 3.53673
0.396666, 0.753431, 3.67276
0.396666, 0.887996, 3.42567
0.396666, 0.816956, 3.89193
0.396666, 0.76903, 4.03046
0.410964, 0.0784998, 5.77922
0.410964, 0.612502, 3.55285
0.410964, 0.840212, 3.30756
0.410964, 0.764379, 3.62773
0.410964, 0.773924, 3.04975
0.410964, 0.703013, 3.68185
0.410964, 0.698236, 3.8193
0.410964, 0.619805, 3.26087
0.410964, 0.757844, 3.55952
0.410964, 0.723162, 3.64189
0.510378, 0.128141, 5.49263
0.510378, 0.858164, 3.45245
0.510378, 0.750888, 3.21586
0.510378, 0.937115, 3.13503
0.510378, 0.786343, 3.24924
0.510378, 0.820565, 3.65357
0.510378, 0.905107, 3.46332
0.510378, 0.716564, 4.05335
