calculated mean speed, polarisation, iid
0.390752, 0.698371, 4.25471
0.390752, 0.590195, 3.72371
0.390752, 0.76118, 3.46993
0.390752, 0.711685, 3.46684
0.390752, 0.865898, 4.26913
0.390752, 0.765984, 3.14451
0.390752, 0.766065, 3.62093
0.390752, 0.875143, 4.45175
0.53556, 0.221315, 5.09584
0.53556, 0.76346, 4.24819
0.53556, 0.854426, 6.05082
0.53556, 0.843967, 4.04569
0.53556, 0.784358, 3.69632
0.53556, 0.678164, 3.35812
0.53556, 0.679336, 4.79228
0.53556, 0.694636, 3.48396
0.53556, 0.608187, 3.01361
0.53556, 0.814497, 3.47242
0.307951, 0.239531, 4.42855
0.307951, 0.765463, 3.90471
0.307951, 0.454785, 3.51365
0.307951, 0.57011, 4.0357
0.307951, 0.925051, 3.50162
0.307951, 0.813301, 3.36342
0.307951, 0.793781, 3.52595
0.307951, 0.501711, 3.57249
0.307951, 0.813324, 3.98646
0.307951, 0.612693, 4.01789
0.536875, 0.216144, 4.89928
0.536875, 0.913086, 3.88149
0.536875, 0.718373, 4.18418
0.536875, 0.774303, 4.45523
0.536875, 0.720271, 3.73579
0.536875, 0.848572, 4.05658
0.536875, 0.79544, 3.41761
0.389888, 0.242, 5.13238
0.389888, 0.79181, 3.61947
0.389888, 0.823832, 3.23438
0.389888, 0.865067, 3.45576
0.389888, 0.639009, 3.3951
0.389888, 0.440766, 4.0013
0.389888, 0.883271, 3.79501
0.389888, 0.742478, 4.01702
0.389888, 0.832924, 3.54338
0.389888, 0.777757, 3.25345
0.279697, 0.377511, 5.11308
0.279697, 0.753152, 3.35347
0.279697, 0.855347, 3.66254
0.279697, 0.606198, 3.37847
0.279697, 0.35831, 3.42777
0.279697, 0.656055, 3.49314
0.279697, 0.590101, 3.35635
0.279697, 0.801451, 3.84251
0.279697, 0.711243, 3.58981
0.279697, 0.648817, 4.74231
0.459069, 0.163999, 5.23151
0.459069, 0.860662, 3.43422
0.459069, 0.80087, 3.60513
0.459069, 0.832469, 3.69885
0.459069, 0.780081, 3.77027
0.459069, 0.640673, 3.37557
0.459069, 0.897807, 3.6125
0.459069, 0.82402, 4.167
0.459069, 0.736709, 3.8312
0.459069, 0.780594, 3.49967
0.435222, 0.26386, 5.31285
0.435222, 0.600572, 4.0734
0.435222, 0.804444, 3.44678
0.435222, 0.833871, 3.83413
0.435222, 0.582981, 4.30521
0.435222, 0.66102, 3.3849
0.435222, 0.88214, 3.06321
0.435222, 0.754968, 4.08127
0.435222, 0.805376, 4.25894
0.456164, 0.117912, 4.30666
0.456164, 0.732424, 4.0368
0.456164, 0.82807, 3.17585
0.456164, 0.87751, 3.44084
0.456164, 0.824824, 3.35437
0.456164, 0.537144, 3.01526
0.456164, 0.811186, 3.3053
0.456164, 0.711598, 3.95726
0.456164, 0.757631, 3.49095
0.456164, 0.623267, 3.36476
0.586224, 0.122242, 5.57122
0.586224, 0.709776, 4.13394
0.586224, 0.822196, 3.60169
0.586224, 0.774286, 3.90985
0.586224, 0.65875, 3.91867
0.586224, 0.599551, 4.2409
0.586224, 0.587456, 4.27915
0.586224, 0.750297, 3.28555
0.586224, 0.62287, 4.27611
0.586224, 0.622649, 3.42678
0.482419, 0.1084, 5.57714
0.482419, 0.72581, 3.78176
0.482419, 0.701718, 3.76832
0.482419, 0.792125, 3.46879
0.482419, 0.700651, 3.29065
0.482419, 0.586543, 4.13414
0.482419, 0.61065, 3.63124
0.482419, 0.828042, 3.73386
0.482419, 0.873569, 3.75936
0.482419, 0.689205, 3.63894
0.548177, 0.110355, 5.05996
0.548177, 0.7194, 4.8255
0.548177, 0.716532, 4.29908
0.548177, 0.647513, 4.3262
0.548177, 0.7217, 3.92149
0.548177, 0.582709, 3.64114
0.548177, 0.0245717, 3.8019
0.548177, 0.683096, 2.84162
0.548177, 0.52269, 3.40867
0.548177, 0.714269, 3.53016
0.393998, 0.037217, 4.91917
0.393998, 0.71777, 3.31655
0.393998, 0.712308, 3.22003
0.393998, 0.735013, 3.78314
0.393998, 0.684872, 3.73014
0.393998, 0.796666, 2.8971
0.393998, 0.6992, 3.94238
0.393998, 0.757979, 3.91856
0.393998, 0.57681, 3.57424
0.393998, 0.923737, 3.20197
0.334608, 0.12268, 5.23573
0.334608, 0.703824, 3.73956
0.334608, 0.767451, 2.94228
0.334608, 0.852501, 3.78173
0.334608, 0.766535, 3.34259
0.334608, 0.746419, 3.62128
0.334608, 0.536174, 3.02661
0.334608, 0.683505, 3.12866
0.334608, 0.847203, 3.03505
0.334608, 0.762614, 3.71272
0.419151, 0.221968, 5.24355
0.419151, 0.736281, 4.044
0.419151, 0.642818, 3.68441
0.419151, 0.764786, 3.49761
0.419151, 0.713853, 3.37477
0.419151, 0.736248, 4.271
0.419151, 0.865328, 4.69514
0.419151, 0.792577, 3.28009
0.419151, 0.716749, 3.31491
0.419151, 0.783802, 3.38179
0.53553, 0.2848, 4.95969
0.53553, 0.682302, 3.73726
0.53553, 0.644872, 4.53548
0.53553, 0.846626, 3.61457
0.53553, 0.671151, 3.86478
0.53553, 0.777178, 4.33582
0.53553, 0.568189, 3.56695
0.53553, 0.645413, 4.00049
0.53553, 0.65356, 4.28509
0.53553, 0.642994, 3.47344
0.440375, 0.246379, 4.67593
0.440375, 0.561024, 3.43112
0.440375, 0.760935, 3.05903
0.440375, 0.634841, 3.44454
0.440375, 0.722134, 3.17594
0.440375, 0.751619, 3.45017
0.440375, 0.810518, 3.21166
0.440375, 0.747227, 3.44907
0.440375, 0.666898, 3.34578
0.440375, 0.821442, 3.47019
0.382538, 0.104406, 5.26687
0.382538, 0.86663, 3.55856
0.382538, 0.644557, 3.68597
0.382538, 0.809989, 4.38104
0.382538, 0.759081, 3.89215
0.382538, 0.687127, 3.15312
0.382538, 0.677668, 4.31785
0.382538, 0.81206, 3.8209
0.382538, 0.71109, 3.14367
0.382538, 0.655914, 3.60999
0.399834, 0.1722, 5.0667
0.399834, 0.865863, 3.97966
0.399834, 0.694126, 3.69391
0.399834, 0.681119, 3.8779
0.399834, 0.73732, 3.46206
0.399834, 0.560788, 4.11418
0.399834, 0.8066, 3.28882
0.399834, 0.633822, 3.50514
0.399834, 0.736933, 3.64631
0.399834, 0.578142, 3.57898
0.353583, 0.382773, 5.79598
0.353583, 0.781033, 3.71328
0.353583, 0.654191, 3.46962
0.353583, 0.728127, 3.48773
0.353583, 0.672519, 3.28704
0.353583, 0.743414, 3.91136
0.353583, 0.553673, 3.8562
0.353583, 0.699905, 3.13915
0.353583, 0.790034, 3.47753
0.353583, 0.700263, 3.83606
0.541109, 0.262279, 5.51639
0.541109, 0.469417, 4.51491
0.541109, 0.784202, 3.78591
0.442977, 0.110497, 5.73124
0.442977, 0.520793, 3.51561
0.442977, 0.687778, 3.77814
0.442977, 0.84389, 3.32128
0.442977, 0.682593, 3.49694
0.442977, 0.711522, 3.68769
0.442977, 0.881602, 3.47472
0.442977, 0.718861, 3.92618
0.442977, 0.757551, 3.28934
0.442977, 0.769639, 3.5534
0.42213, 0.115746, 5.58233
0.42213, 0.79244, 4.14336
0.42213, 0.830757, 3.12233
0.42213, 0.663994, 3.15656
0.42213, 0.832779, 3.67731
0.42213, 0.834534, 3.4916
0.42213, 0.791689, 3.38283
0.42213, 0.663251, 4.15901
0.42213, 0.723105, 3.38986
0.42213, 0.817766, 3.18562
0.531836, 0.13661, 4.83034
0.531836, 0.717759, 3.89996
0.492856, 0.276882, 4.90095
0.492856, 0.728529, 5.12247
0.492856, 0.651629, 4.02868
0.492856, 0.598171, 3.42471
0.492856, 0.780309, 3.47127
0.492856, 0.860528, 3.62691
0.492856, 0.692157, 4.68056
0.492856, 0.781257, 4.33542
0.492856, 0.760889, 4.10126
0.492856, 0.56942, 3.8968
0.431211, 0.314947, 5.38581
0.431211, 0.706474, 3.51377
0.431211, 0.658685, 3.30783
0.431211, 0.731298, 3.25913
0.431211, 0.324085, 3.59852
0.431211, 0.687696, 3.42745
0.431211, 0.404081, 3.6085
0.431211, 0.797718, 3.41533
0.431211, 0.607949, 3.16169
0.431211, 0.78306, 3.53215
0.36845, 0.268556, 5.02102
0.36845, 0.766658, 3.20274
0.36845, 0.685667, 3.24213
0.36845, 0.83552, 3.4606
0.36845, 0.697237, 3.55909
0.36845, 0.715895, 3.22274
0.36845, 0.761178, 3.65404
0.36845, 0.702226, 3.64043
0.36845, 0.771047, 3.8156
0.36845, 0.547657, 3.52597
0.389773, 0.231851, 5.18616
0.389773, 0.677405, 3.24166
0.389773, 0.783028, 2.92563
0.389773, 0.588829, 3.47498
0.389773, 0.772014, 3.87527
0.389773, 0.651643, 3.84018
0.389773, 0.771683, 3.19801
0.389773, 0.700895, 3.51164
0.389773, 0.660558, 3.24608
0.389773, 0.546021, 3.47672
0.444204, 0.271515, 4.56433
0.444204, 0.795909, 4.54073
0.444204, 0.811263, 3.5503
0.444204, 0.781114, 3.21088
0.444204, 0.663599, 3.37749
0.444204, 0.756469, 3.45257
0.444204, 0.725674, 4.70189
0.444204, 0.834642, 3.37511
0.444204, 0.854864, 3.67496
0.444204, 0.669035, 4.01804
0.342944, 0.118502, 4.85699
0.342944, 0.920182, 3.11395
0.342944, 0.838792, 3.09073
0.342944, 0.885965, 3.88034
0.342944, 0.701802, 3.58045
0.342944, 0.715286, 3.34731
0.342944, 0.617592, 3.30953
0.342944, 0.764724, 3.81448
0.342944, 0.629644, 3.8071
0.342944, 0.705233, 3.50711
0.321253, 0.272366, 5.18664
0.321253, 0.841405, 3.26465
0.321253, 0.891005, 3.29553
0.321253, 0.657257, 3.81374
0.321253, 0.787324, 3.02209
0.321253, 0.764498, 3.08947
0.321253, 0.838671, 3.4652
0.321253, 0.860416, 4.01353
0.321253, 0.849348, 3.83208
0.321253, 0.582752, 3.76141
0.484773, 0.32538, 5.00947
0.484773, 0.52291, 3.68426
0.484773, 0.834259, 3.99831
0.484773, 0.829652, 8.43548
0.441209, 0.304678, 4.35902
0.441209, 0.853483, 3.37777
0.441209, 0.765095, 3.21737
0.441209, 0.517863, 4.11134
0.441209, 0.726043, 3.0845
0.441209, 0.640668, 3.97008
0.441209, 0.631609, 3.92303
0.441209, 0.638912, 3.70402
0.441209, 0.752972, 3.37331
0.441209, 0.837573, 3.35146
0.408034, 0.307047, 5.22916
0.408034, 0.93224, 4.00855
0.408034, 0.735818, 3.39132
0.408034, 0.679532, 3.41712
0.408034, 0.737496, 3.62328
0.408034, 0.752568, 3.80025
0.408034, 0.770981, 4.43901
0.408034, 0.894556, 3.60169
0.408034, 0.729141, 3.88509
0.408034, 0.730412, 3.54731
0.435038, 0.197705, 5.44392
0.435038, 0.709322, 3.77752
0.435038, 0.677897, 5.06553
0.435038, 0.650828, 4.10556
0.435038, 0.594397, 3.55413
0.435038, 0.822742, 3.80958
0.435038, 0.787231, 3.08756
0.435038, 0.716806, 3.75572
0.435038, 0.790001, 3.71108
0.435038, 0.53942, 3.57183
0.525482, 0.464982, 5.41361
0.525482, 0.583555, 3.23041
0.525482, 0.775755, 3.87551
0.525482, 0.643469, 3.88333
0.525482, 0.710132, 3.36319
0.525482, 0.829983, 3.49552
0.525482, 0.625887, 4.63028
0.525482, 0.669034, 3.4815
0.525482, 0.720416, 3.98436
0.525482, 0.808952, 3.4792
0.42514, 0.175513, 5.26941
0.498087, 0.0981475, 4.76755
0.498087, 0.744432, 3.59799
0.498087, 0.77448, 3.81404
0.322977, 0.276886, 4.99339
0.322977, 0.896752, 3.25792
0.322977, 0.740475, 3.65884
0.322977, 0.301964, 3.27929
0.322977, 0.466552, 3.53523
0.322977, 0.742725, 4.07187
0.322977, 0.682074, 3.94186
0.322977, 0.776653, 3.77312
0.322977, 0.870245, 3.65114
0.322977, 0.86945, 3.88846
0.38408, 0.429487, 4.42196
0.38408, 0.684856, 3.63696
0.38408, 0.664136, 3.84674
0.38408, 0.873391, 3.15711
0.38408, 0.575696, 3.64975
0.38408, 0.550177, 3.34538
0.38408, 0.65879, 3.45915
0.38408, 0.688941, 3.5517
0.38408, 0.610721, 3.38616
0.38408, 0.20568, 3.71256
0.392384, 0.318072, 5.08823
0.392384, 0.785707, 3.41516
0.392384, 0.807518, 3.48814
0.392384, 0.84668, 3.48398
0.392384, 0.614901, 3.62632
0.392384, 0.623286, 3.54096
0.392384, 0.87127, 3.42587
0.392384, 0.756459, 3.58445
0.392384, 0.631349, 3.31977
0.392384, 0.564243, 4.07172
0.34152, 0.276235, 5.47862
0.34152, 0.559574, 3.97164
0.34152, 0.800643, 3.59922
0.34152, 0.776167, 3.29465
0.34152, 0.68264, 4.08962
0.34152, 0.737827, 3.69469
0.34152, 0.880059, 4.38141
0.34152, 0.723443, 3.77948
0.34152, 0.775845, 3.73797
0.34152, 0.800582, 3.83158
0.428696, 0.0610551, 5.24627
0.428696, 0.582549, 3.88612
0.428696, 0.674317, 3.84437
0.428696, 0.606543, 4.21859
0.428696, 0.709122, 3.44387
0.428696, 0.750095, 3.36336
0.428696, 0.594401, 3.57684
0.405731, 0.210765, 5.27394
0.405731, 0.874288, 3.78856
0.405731, 0.831159, 3.37404
0.405731, 0.635539, 3.01529
0.405731, 0.725449, 3.85322
0.405731, 0.885385, 3.84624
0.405731, 0.692422, 3.22595
0.405731, 0.796714, 4.4614
0.405731, 0.89898, 3.19573
0.405731, 0.625144, 3.66973
0.680403, 0.210982, 5.16649
0.680403, 0.67952, 3.62767
0.680403, 0.741553, 3.7523
0.680403, 0.588367, 3.58099
0.680403, 0.745825, 4.93766
0.680403, 0.47713, 4.76349
0.680403, 0.536412, 4.5135
0.680403, 0.720813, 3.98593
0.680403, 0.810504, 4.20529
0.680403, 0.754056, 5.04984
0.442459, 0.161296, 4.90819
0.442459, 0.79287, 3.24035
0.442459, 0.80331, 3.33753
0.442459, 0.819808, 3.72512
0.442459, 0.736308, 3.59402
0.547216, 0.200085, 5.17204
0.547216, 0.862011, 3.67555
0.547216, 0.841977, 3.59699
0.547216, 0.943948, 4.84648
0.547216, 0.609327, 3.42985
0.547216, 0.762651, 3.98154
0.547216, 0.816823, 3.6409
0.547216, 0.618028, 3.89872
0.547216, 0.889148, 4.18696
0.547216, 0.687728, 3.84662
0.369389, 0.292556, 5.24429
0.369389, 0.617559, 3.40486
0.369389, 0.501368, 3.5519
0.369389, 0.621529, 3.62069
0.369389, 0.698272, 3.30872
0.369389, 0.644469, 3.65864
0.369389, 0.694251, 3.6144
0.369389, 0.775973, 3.73056
0.369389, 0.591117, 4.28968
0.369389, 0.668819, 3.71993
0.416704, 0.132077, 5.39509
0.416704, 0.689197, 3.77236
0.416704, 0.637717, 3.57593
0.416704, 0.626415, 3.43956
0.416704, 0.925162, 3.97778
0.416704, 0.795369, 3.72383
0.416704, 0.684045, 3.75342
0.416704, 0.833047, 3.35967
0.416704, 0.690653, 3.87852
0.416704, 0.701464, 3.51389
0.435154, 0.0792711, 5.18563
0.435154, 0.727729, 4.21138
0.435154, 0.900505, 3.58412
0.435154, 0.643023, 3.59846
0.435154, 0.64682, 3.09305
0.435154, 0.910462, 4.35501
0.435154, 0.708202, 3.89047
0.435154, 0.589332, 3.28236
0.435154, 0.735013, 3.79033
0.435154, 0.741868, 3.39246
0.476355, 0.149699, 5.24012
0.476355, 0.65288, 3.79482
0.476355, 0.684009, 3.53702
0.476355, 0.839622, 3.96013
0.476355, 0.765109, 3.79951
0.476355, 0.795352, 4.42501
0.476355, 0.785881, 3.86142
0.476355, 0.774649, 3.27359
0.476355, 0.852975, 3.80507
0.476355, 0.676298, 3.65515
0.466074, 0.0394369, 4.62253
0.466074, 0.900139, 3.34877
0.466074, 0.87615, 4.27128
0.466074, 0.662338, 3.42027
0.466074, 0.886209, 3.23546
0.466074, 0.726417, 3.59811
0.466074, 0.850398, 3.99244
0.466074, 0.779379, 3.84065
0.466074, 0.904912, 3.32797
0.466074, 0.768891, 3.67333
0.313663, 0.362585, 5.78451
0.313663, 0.507386, 3.73393
0.313663, 0.665579, 3.32192
0.313663, 0.572089, 3.52799
0.313663, 0.649648, 3.46807
0.313663, 0.715324, 3.21625
0.313663, 0.841239, 3.61436
0.313663, 0.679832, 3.44946
0.313663, 0.701806, 3.5262
0.313663, 0.635529, 3.55505
0.496397, 0.543462, 4.86097
0.496397, 0.841399, 3.47201
0.496397, 0.693923, 3.59866
0.496397, 0.600702, 5.52993
0.579806, 0.187474, 5.20849
0.579806, 0.780471, 3.35727
0.579806, 0.684067, 4.11513
0.579806, 0.763992, 3.3234
0.579806, 0.761746, 3.4437
0.579806, 0.858366, 4.00623
0.579806, 0.804152, 3.8649
0.579806, 0.865189, 4.19121
0.579806, 0.843578, 3.84352
0.579806, 0.697774, 4.24084
0.47122, 0.146732, 5.18877
0.47122, 0.844498, 3.92842
0.47122, 0.844552, 3.77308
0.47122, 0.666004, 3.27762
0.47122, 0.739212, 3.57945
0.47122, 0.592657, 4.37661
0.47122, 0.594815, 4.33383
0.47122, 0.565921, 4.1516
0.47122, 0.690725, 4.4524
0.47122, 0.631162, 4.51036
0.491209, 0.183798, 5.0811
0.491209, 0.661201, 3.85171
0.491209, 0.828648, 4.02749
0.491209, 0.687382, 3.45678
0.491209, 0.71135, 3.96053
0.491209, 0.854507, 4.71116
0.491209, 0.74551, 3.53269
0.491209, 0.849562, 3.25157
0.491209, 0.810101, 3.19439
0.491209, 0.776186, 4.34312
0.450632, 0.234804, 4.89639
0.450632, 0.853144, 3.4992
0.450632, 0.729401, 3.62687
0.450632, 0.774442, 3.37504
0.450632, 0.843553, 3.50376
0.450632, 0.852133, 3.97277
0.450632, 0.587981, 3.63236
0.450632, 0.623513, 3.88972
0.450632, 0.62243, 3.3492
0.450632, 0.717971, 4.16659
0.359671, 0.260205, 5.46231
0.359671, 0.710724, 4.18816
0.359671, 0.603888, 4.27173
0.359671, 0.478877, 3.90644
0.359671, 0.798758, 3.59286
0.359671, 0.731885, 3.45785
0.359671, 0.741937, 3.70403
0.359671, 0.548566, 3.20115
0.359671, 0.832337, 3.88799
0.359671, 0.71956, 3.61927
0.392927, 0.230959, 5.52072
0.392927, 0.751593, 3.73552
0.392927, 0.810133, 3.80778
0.392927, 0.687899, 3.60122
0.392927, 0.893738, 3.33607
0.392927, 0.884256, 3.77417
0.392927, 0.811228, 3.91858
0.392927, 0.801443, 3.68258
0.392927, 0.606667, 3.29022
0.392927, 0.650879, 3.97666
0.468189, 0.137441, 4.57639
0.468189, 0.720731, 4.53324
0.468189, 0.740442, 3.76207
0.468189, 0.632653, 5.59758
0.468189, 0.78804, 4.06527
0.468189, 0.533671, 3.86513
0.406722, 0.299176, 5.15645
0.406722, 0.600861, 3.85679
0.406722, 0.667413, 3.20316
0.406722, 0.674298, 4.02788
0.406722, 0.667378, 3.89249
0.406722, 0.549148, 4.16221
0.406722, 0.771123, 3.70284
0.406722, 0.701698, 3.62131
0.406722, 0.689844, 3.81781
0.406722, 0.780187, 3.59648
0.378677, 0.168332, 5.39837
0.378677, 0.714951, 2.97939
0.378677, 0.876718, 3.52777
0.378677, 0.793923, 3.68575
0.378677, 0.67398, 3.88057
0.378677, 0.904056, 3.3475
0.378677, 0.75637, 3.02493
0.378677, 0.86227, 3.23999
0.378677, 0.519136, 3.32139
0.378677, 0.704167, 3.27073
0.445568, 0.135857, 4.15793
0.445568, 0.767833, 3.43446
0.445568, 0.662195, 3.87527
0.445568, 0.757697, 3.44431
0.445568, 0.705155, 3.14685
0.445568, 0.861074, 3.69343
0.445568, 0.854669, 3.33119
0.470686, 0.268949, 4.30127
0.470686, 0.8391, 3.39407
0.470686, 0.681051, 4.3401
0.470686, 0.569906, 3.64619
0.470686, 0.639055, 3.57281
0.470686, 0.808454, 4.2866
0.470686, 0.70168, 3.95669
0.470686, 0.738976, 4.05866
0.470686, 0.757439, 3.29541
0.470686, 0.741217, 3.71964
0.533529, 0.269103, 5.17702
0.533529, 0.608564, 3.39862
0.533529, 0.643391, 3.61023
0.533529, 0.792376, 3.24623
0.533529, 0.805472, 4.04489
0.533529, 0.757036, 3.4744
0.533529, 0.763903, 3.92789
0.533529, 0.599853, 3.82119
0.533529, 0.5763, 3.88819
0.455997, 0.114758, 5.50964
0.455997, 0.69385, 3.31825
0.455997, 0.7047, 3.54359
0.455997, 0.883307, 3.77419
0.455997, 0.862886, 3.84645
0.455997, 0.635518, 3.68455
0.455997, 0.75989, 4.03207
0.455997, 0.799139, 3.29653
0.455997, 0.619976, 3.60807
0.455997, 0.702212, 4.17669
0.501522, 0.220511, 5.66046
0.501522, 0.765796, 3.10772
0.501522, 0.762272, 3.05221
0.501522, 0.759114, 3.47998
0.501522, 0.777457, 3.58469
0.501522, 0.768504, 3.18144
0.501522, 0.827465, 3.48911
0.501522, 0.721647, 4.22645
0.501522, 0.826892, 3.27958
0.501522, 0.639277, 3.29008
0.423859, 0.405487, 5.68869
0.423859, 0.707063, 4.24172
0.423859, 0.621567, 3.6659
0.423859, 0.696245, 3.52627
0.423859, 0.549427, 4.6013
0.423859, 0.76199, 4.03401
0.423859, 0.837736, 4.07425
0.423859, 0.811559, 3.96252
0.506974, 0.138063, 5.07297
0.506974, 0.670559, 3.46105
0.506974, 0.753464, 3.52218
0.506974, 0.736717, 3.6194
0.506974, 0.791295, 3.95853
0.506974, 0.702574, 4.14877
0.506974, 0.757635, 3.30881
0.506974, 0.829802, 3.43057
0.506974, 0.788921, 3.37704
0.506974, 0.577417, 5.17576
0.452004, 0.052238, 5.7683
0.452004, 0.77947, 3.623
0.452004, 0.75896, 3.4747
0.452004, 0.755723, 3.69994
0.452004, 0.80846, 3.34954
0.452004, 0.775462, 3.48271
0.452004, 0.703941, 4.67209
0.452004, 0.486954, 3.88766
0.452004, 0.621353, 3.23305
0.452004, 0.765241, 3.01832
0.476913, 0.0845349, 4.24048
0.476913, 0.617077, 3.39005
0.476913, 0.781474, 3.81435
0.476913, 0.8166, 3.21831
0.476913, 0.674348, 3.58095
0.476913, 0.829445, 5.28007
0.476913, 0.824074, 4.19723
0.476913, 0.605101, 3.56198
0.476913, 0.758134, 4.21107
0.476913, 0.801608, 3.27973
0.463152, 0.386304, 4.43715
0.463152, 0.805914, 3.93286
0.463152, 0.576148, 3.68108
0.463152, 0.66999, 3.83425
0.463152, 0.722914, 3.61056
0.463152, 0.698771, 3.72144
0.463152, 0.777244, 4.19404
0.463152, 0.654887, 4.11133
0.463152, 0.785064, 3.89716
0.463152, 0.708541, 3.58676
0.482828, 0.183414, 4.80136
0.482828, 0.690473, 3.92651
0.482828, 0.578355, 3.93025
0.482828, 0.848034, 3.64122
0.482828, 0.787414, 3.81565
0.482828, 0.847597, 3.90163
0.482828, 0.799707, 4.09597
0.482828, 0.596291, 4.63956
0.482828, 0.748971, 3.58006
0.482828, 0.759385, 3.82725
0.431145, 0.254902, 4.85771
0.431145, 0.33565, 3.55029
0.431145, 0.657544, 3.39923
0.431145, 0.665547, 3.88643
0.431145, 0.76156, 3.66354
0.431145, 0.559538, 3.98213
0.431145, 0.584665, 3.63056
0.431145, 0.790002, 3.70059
0.431145, 0.796566, 3.4291
0.431145, 0.642536, 3.50278
0.490752, 0.245737, 4.90867
0.490752, 0.723547, 3.59635
0.490752, 0.857986, 3.56497
0.490752, 0.71275, 3.79424
0.490752, 0.9234, 3.77648
0.490752, 0.730569, 3.45121
0.490752, 0.65571, 3.23096
0.490752, 0.677949, 3.34653
0.490752, 0.843106, 3.35302
0.490752, 0.66692, 4.69733
0.353949, 0.0949866, 6.18269
0.353949, 0.780289, 3.40345
0.353949, 0.761339, 3.3883
0.353949, 0.417665, 3.78043
0.353949, 0.836586, 4.18689
0.353949, 0.72641, 3.73321
0.353949, 0.813626, 3.19924
0.353949, 0.771067, 4.11773
0.353949, 0.656595, 3.51569
0.353949, 0.829148, 3.61147
0.384488, 0.373678, 5.45322
0.384488, 0.808833, 3.66427
0.384488, 0.704946, 3.64222
0.384488, 0.75391, 3.67372
0.384488, 0.713113, 3.56435
0.384488, 0.894885, 3.86855
0.384488, 0.732838, 3.35501
0.384488, 0.873113, 3.65621
0.384488, 0.470001, 3.58796
0.384488, 0.822325, 3.26511
0.414938, 0.203735, 6.15151
0.414938, 0.793624, 3.78572
0.414938, 0.703227, 4.89776
0.414938, 0.709526, 4.19122
0.414938, 0.888279, 3.57462
0.414938, 0.79425, 3.46528
0.414938, 0.722359, 4.25534
0.414938, 0.666129, 4.10088
0.414938, 0.667446, 3.82532
0.414938, 0.770071, 3.90078
0.477763, 0.276966, 6.06685
0.477763, 0.721285, 3.37468
0.477763, 0.718379, 3.07164
0.477763, 0.759225, 3.29238
0.477763, 0.672192, 3.75631
0.477763, 0.851968, 3.54051
0.477763, 0.755179, 3.47722
0.477763, 0.761229, 3.42142
0.477763, 0.738624, 3.778
0.477763, 0.763585, 4.09086
0.45344, 0.126148, 5.19937
0.45344, 0.810325, 3.32593
0.45344, 0.737563, 3.46254
0.45344, 0.855903, 3.47734
0.45344, 0.693642, 3.6943
0.45344, 0.744041, 3.40167
0.45344, 0.59463, 3.36632
0.45344, 0.731148, 3.28228
0.45344, 0.697281, 3.54375
0.45344, 0.823033, 4.21951
0.44784, 0.23477, 5.3481
0.44784, 0.782877, 3.39345
0.44784, 0.680316, 4.52648
0.44784, 0.679645, 3.61652
0.44784, 0.632892, 3.28292
0.44784, 0.825804, 3.38739
0.44784, 0.615085, 4.45724
0.44784, 0.627485, 4.22045
0.44784, 0.87997, 4.07448
0.44784, 0.894677, 3.45243
0.358269, 0.171348, 4.96473
0.358269, 0.913082, 3.1381
0.358269, 0.926166, 3.38716
0.358269, 0.662958, 3.25906
0.358269, 0.80931, 3.57875
0.358269, 0.773099, 3.52807
0.358269, 0.678048, 3.73157
0.358269, 0.900956, 3.421
0.358269, 0.900156, 3.47363
0.358269, 0.795983, 3.67994
0.515144, 0.258131, 5.0162
0.515144, 0.722777, 3.48883
0.515144, 0.677691, 3.58155
0.515144, 0.783354, 3.80018
0.515144, 0.692147, 3.50456
0.515144, 0.790656, 3.2481
0.515144, 0.674865, 3.58675
0.515144, 0.6797, 3.54232
0.515144, 0.69912, 3.45402
0.515144, 0.756784, 3.7217
0.438365, 0.159091, 5.27954
0.438365, 0.675468, 4.04214
0.438365, 0.691819, 3.62197
0.438365, 0.61692, 3.14804
0.438365, 0.69873, 3.59517
0.438365, 0.590311, 3.663
0.438365, 0.556347, 3.22964
0.438365, 0.730702, 3.56105
0.438365, 0.780924, 3.96171
0.438365, 0.700535, 3.43421
0.450959, 0.123035, 5.29969
0.450959, 0.830795, 3.53084
0.450959, 0.794945, 3.95427
0.450959, 0.678362, 3.47641
0.450959, 0.535504, 4.25052
0.450959, 0.697573, 3.65943
0.450959, 0.830415, 3.99211
0.450959, 0.839516, 3.78053
0.450959, 0.665292, 4.18247
0.450959, 0.671171, 4.54835
0.445242, 0.128225, 5.72941
0.445242, 0.873341, 4.01285
0.445242, 0.860784, 3.95709
0.445242, 0.771474, 3.95563
0.445242, 0.805493, 4.04077
0.445242, 0.573929, 4.49782
0.445242, 0.749854, 3.44581
0.445242, 0.657056, 3.34927
0.445242, 0.801239, 3.79967
0.445242, 0.848643, 3.42682
0.400138, 0.309394, 5.08215
0.400138, 0.78763, 3.55293
0.400138, 0.75888, 3.26613
0.400138, 0.709741, 3.25824
0.400138, 0.802069, 3.36724
0.400138, 0.716775, 3.42171
0.400138, 0.723907, 3.52108
0.400138, 0.844613, 3.75673
0.400138, 0.853097, 3.57863
0.400138, 0.852512, 3.09423
0.502944, 0.1506, 5.15142
0.502944, 0.708893, 3.56525
0.502944, 0.681577, 3.71575
0.502944, 0.737649, 4.33505
0.502944, 0.603752, 3.55452
0.502944, 0.813702, 3.882
0.502944, 0.722659, 3.3534
0.502944, 0.545935, 4.52274
0.502944, 0.546785, 4.01448
